upc,product_type,brand_name,generic_name,manufacturer_name,label_id,label_version,label_effective_time,purpose,indications_and_usage,active_ingredient,inactive_ingredient,dosage_and_administration,warnings,category
325866535900,HUMAN OTC DRUG,Aleve Easy Open Arthritis Cap,NAPROXEN SODIUM,Bayer HealthCare LLC.,bff48a35-7c48-2418-e053-2995a90ad050,8,2021-04-14,Purposes Pain reliever/fever reducer,Uses temporarily relieves minor aches and pains due to: minor pain of arthritis muscular aches backache menstrual cramps headache toothache the common cold temporarily reduces fever,Active ingredient (in each capsule) Naproxen sodium 220 mg (naproxen 200 mg) (NSAID) nonsteroidal anti-inflammatory drug,"Inactive ingredients FD&C blue #1, gelatin, glycerin, lactic acid, mannitol, pharmaceutical ink, polyethylene glycol, povidone, propylene glycol, purified water, sorbitan, sorbitol","Directions do not take more than directed the smallest effective dose should be used drink a full glass of water with each dose if taken with food, this product may take longer to work adults and children 12 years and older: take 1 capsule every 8 to 12 hours while symptoms last for the first dose you may take 2 capsules within the first hour do not exceed 2 capsules in any 8- to 12-hour period do not exceed 3 capsules in a 24-hour period children under 12 years: ask a doctor","Allergy alert Naproxen sodium may cause a severe allergic reaction, especially in people allergic to aspirin. Symptoms may include: hives facial swelling asthma (wheezing) shock skin reddening rash blisters If an allergic reaction occurs, stop use and seek medical help right away. Stomach bleeding warning This product contains an NSAID, which may cause severe stomach bleeding. The chance is higher if you: are age 60 or older have had stomach ulcers or bleeding problems take a blood thinning (anticoagulant) or steroid drug take other drugs containing prescription or nonprescription NSAIDs (aspirin, ibuprofen, naproxen, or others) have 3 or more alcoholic drinks every day while using this product take more or for a longer time than directed Heart attack and stroke warning NSAIDs, except aspirin, increase the risk of heart attack, heart failure, and stroke. These can be fatal. The risk is higher if you use more than directed or for longer than directed Do not use if you have ever had an allergic reaction to any other pain reliever/fever reducer right before or after heart surgery Ask a doctor before use if the stomach bleeding warning applies to you you have a history of stomach problems, such as heartburn you have high blood pressure, heart disease, liver cirrhosis, kidney disease, asthma, or had a stroke you are taking a diuretic you have problems or serious side effects from taking pain relievers or fever reducers Ask a doctor or pharmacist before use if you are under a doctor's care for any serious condition taking aspirin for heart attack or stroke, because naproxen may decrease this benefit of aspirin taking any other drug When using this product take with food or milk if stomach upset occurs Stop use and ask a doctor if you experience any of the following signs of stomach bleeding: feel faint vomit blood have bloody or black stools have stomach pain that does not get better you have symptoms of heart problems or stroke: chest pain trouble breathing weakness in one part or side of body slurred speech leg swelling pain gets worse or lasts more than 10 days fever gets worse or lasts more than 3 days redness or swelling is present in the painful area any new symptoms appear you have difficulty swallowing it feels like the capsule is stuck in your throat If pregnant or breast-feeding, ask a health professional before use. It is especially important not to use naproxen sodium during the last 3 months of pregnancy unless definitely directed to do so by a doctor because it may cause problems in the unborn child or complications during delivery. Keep out of reach of children. In case of overdose, get medical help or contact a Poison Control Center right away.",pain reliever
93351019883,HUMAN OTC DRUG,Triple Antibiotic Plus Pain Relief,"BACITRACIN ZINC, NEOMYCIN SULFATE, POLYMYXIN B SULFATE, AND PRAMOXINE HYDROCHLORIDE","Discount Drug Mart, Inc.",b7b827d4-e5fc-6c44-e053-2995a90a4919,3,2020-12-30,Purpose First aid antibiotic First aid antibiotic First aid antibiotic External analgesic,Uses First aid to help prevent infection and provide temporary relief of pain or discomfort in minor cuts scrapes burns,"Active ingredients (in each gram) Bacitracin Zinc 500 units Neomycin 3.5mg Polymyxin B Sulfate 10,000 units Pramoxine HCl 10mg",Inactive ingredient white petrolatum,Directions adults and children 2 years of age and older: clean the affected area apply a small amount of this product (an amount equal to the surface area of the tip of a finger) on the area 1 to 3 times daily may be covered with a sterile bandage children under 2 years of age: consult a physician,"Warnings For external use only Do not use in the eyes over large areas of the body if you are sensitive or allergic to any ingredient in this product Ask a doctor before use if you have deep or puncture wounds animal bites serious burns Stop use and ask a doctor if you need to use longer than 1 week condition persists or gets worse symptoms persists for more than 1 week, or clear up and occur again within a few days a rash or other allergic reaction develops Keep out of reach of children. If swallowed, get medical help or contact a Poison Control Center right away.",analgesic
93351015762,HUMAN OTC DRUG,COLD PLUS HEAD CONGESTION SEVERE,"ACETAMINOPHEN, GUAIFENESIN, AND PHENYLEPHRINE HYDROCHLORIDE",DISCOUNT DRUG MART,af0e28d7-0531-2c4d-e053-2995a90ad38e,2,2020-09-11,Active ingredients (in each caplet) Purpose Acetaminophen 325 mg Pain reliever/fever reducer Guaifenesin 200 mg Expectorant Phenylephrine HCl 5 mg Nasal decongestant,Uses for the temporary relief of the following cold symptoms: minor aches and pains headache sore throat nasal congestion sinus congestion and pressure helps loosen phlegm (mucus) and thin bronchial secretions to make coughs more productive temporarily reduces fever,Active ingredients (in each caplet) Purpose Acetaminophen 325 mg Pain reliever/fever reducer Guaifenesin 200 mg Expectorant Phenylephrine HCl 5 mg Nasal decongestant,"Inactive ingredients acesulfame potassium, colloidal silicon dioxide, croscarmellose sodium, crospovidone, flavor, magnesium stearate, maltodextrin, microcrystalline cellulose, polyethylene glycol, polyvinyl alcohol, povidone, pregelatinized starch, propylene glycol, stearic acid, talc, titanium dioxide","Directions do not take more than directed (see overdose warning ) adults and children 12 years and over take 2 caplets every 4 hours swallow whole – do not crush, chew, or dissolve do not take more than 10 caplets in 24 hours children under 12 years ask a doctor","Warnings Liver warning This product contains acetaminophen. The maximum daily dose of this product is 10 caplets (3,250 mg acetaminophen) in 24 hours. Severe liver damage may occur if you take more than 4,000 mg of acetaminophen in 24 hours with other drugs containing acetaminophen 3 or more alcoholic drinks every day while using this product Allergy alert acetaminophen may cause severe skin reactions. Symptoms may include: skin reddening blisters rash If a skin reaction occurs, stop use and seek medical help right away. Sore throat warning If sore throat is severe, perists for more than 2 days, is accompanied or followed by fever, headache, rash, nausea, or vomiting, consult a doctor promptly. Do not use with any other drug containing acetaminophen (prescription or nonprescription). If you are not sure whether a drug contains acetaminophen, ask a doctor or pharmacist. if you are now taking a prescription monoamine oxidase inhibitor (MAOI) (certain drugs for depression, psychiatric, or emotional conditions, or Parkinson's disease), or for 2 weeks after stopping the MAOI drug. If you do not know if your prescription drug contains an MAOI, ask a doctor or pharmacist before taking this product. if you have ever had an allergic reaction to this product or any of its ingredients Ask a doctor before use if you have liver disease heart disease high blood pressure thyroid disease diabetes trouble urinating due to an enlarged prostate gland persistent or chronic cough such as occurs with smoking, asthma, chronic bronchitis, or emphysema cough that occurs with too much phlegm (mucus) Ask a doctor or pharmacist before use if you are taking the blood thinning drug warfarin When using this product do not exceed recommended dosage Stop use and ask a doctor if nervousness, dizziness, or sleeplessness occur pain, nasal congestion, or cough gets worse or lasts more than 7 days fever gets worse or lasts more than 3 days redness or swelling is present new symptoms occur cough comes back or occurs with rash or headache that lasts These could be signs of a serious condition. If pregnant or breast-feeding, ask a health professional before use. Keep out of reach of children. Overdose warning In case of overdose, get medical help or contact a Poison Control Center right away (1-800-222-1222). Quick medical attention is critical for adults as well as for children even if you do not notice any signs or symptoms.",pain reliever
36800367234,HUMAN OTC DRUG,topcare nite time cold and flu relief,"ACETAMINOPHEN, DEXTROMETHORPHAN HBR, DOXYLAMINE SUCCINATE",Topco Associates LLC,92a0d461-c5be-4d40-af90-cffbde2c84c2,8,2019-12-03,Purpose Pain reliever/fever reducer Cough suppressant Antihistamine,Uses temporarily relieves common cold/flu symptoms: • cough due to minor throat and bronchial irritation • sore throat • headache • minor aches and pains • fever • runny nose and sneezing,Active ingredients (in each 30 mL) Acetaminophen 650 mg Dextromethorphan HBr 30 mg Doxylamine succinate 12.5 mg,"Inactive ingredients alcohol, anhydrous citric acid, FD&C blue no. 1, FD&C red no. 40, flavor, high fructose corn syrup, polyethylene glycol, propylene glycol, purified water, saccharin sodium, sodium citrate",Directions • take only as directed – see Overdose warning • only use the dose cup provided • do not exceed 4 doses per 24 hrs adults & children 12 yrs & over 30 mL every 6 hrs children 4 to under 12 yrs ask a doctor children under 4 yrs do not use,"Warnings Liver warning: This product contains acetaminophen. Severe liver damage may occur if you take • more than 4,000 mg of acetaminophen in 24 hours • with other drugs containing acetaminophen • 3 or more alcoholic drinks every day while using this product Allergy alert: Acetaminophen may cause severe skin reactions. Symptoms may include: • skin reddening • blisters • rash If a skin reaction occurs, stop use and seek medical help right away. Sore throat warning: If sore throat is severe, persists for more than 2 days, is accompanied or followed by fever, headache, rash, nausea, or vomiting, consult a doctor promptly. Do not use • with any other drug containing acetaminophen (prescription or nonprescription). If you are not sure whether a drug contains acetaminophen, ask a doctor or pharmacist. • if you are now taking a prescription monoamine oxidase inhibitor (MAOI) (certain drugs for depression, psychiatric, or emotional conditions, or Parkinson’s disease), or for 2 weeks after stopping the MAOI drug. If you do not know if your prescription drug contains an MAOI, ask a doctor or pharmacist before taking this product. • if you have ever had an allergic reaction to this product or any of its ingredients Ask a doctor before use if you have • liver disease • glaucoma • cough that occurs with too much phlegm (mucus) • a breathing problem such as emphysema or chronic bronchitis • trouble urinating due to an enlarged prostate gland • persistent or chronic cough as occurs with smoking, asthma, or emphysema • a sodium-restricted diet Ask a doctor or pharmacist before use if you are • taking sedatives or tranquilizers • taking the blood thinning drug warfarin When using this product • excitability may occur, especially in children • marked drowsiness may occur • avoid alcoholic drinks • be careful when driving a motor vehicle or operating machinery • alcohol, sedatives, and tranquilizers may increase drowsiness Stop use and ask a doctor if • pain or cough gets worse or lasts more than 7 days • fever gets worse or lasts more than 3 days • redness or swelling is present • new symptoms occur • cough comes back or occurs with rash or headache that lasts. These could be signs of a serious condition. If pregnant or breast-feeding, ask a health professional before use. Keep out of reach of children. Overdose warning: In case of overdose, get medical help or contact a Poison Control Center right away (1-800-222-1222). Quick medical attention is critical for adults as well as for children even if you do not notice any signs or symptoms.",pain reliever
634084285017,HUMAN OTC DRUG,Badger Diaper,ZINC OXIDE,"W.S. Badger Company, Inc.",8236d024-808e-17c7-e053-2991aa0ac71e,6,2019-02-18,Purpose Skin Protectant,Uses Treats and prevents diaper rash Soothes irritated skin Protects against moisture,Active Ingredient USP Zinc Oxide 10%,"Ingredients = Certified Organic Helianthus Annuus ( Sunflower ) Oil, Cera Alba ( Beeswax ), Calendula Officinalis ( Calendula ) CO 2 Extract, Tocopherol ( Sunflower Vitamin E ).","Directions Cleanse area, pat dry, then apply an even layer of cream Use every day or if rash is present","Warnings For external use only When using this product Keep out of eyes. Rinse with water to remove. Stop use and ask a doctor if Rash or irritation develops and lasts. Condition persists for more than 7 days. Keep out of reach of children. If swallowed, get medical help or contact a poison control center right away.",skin protectant
32251025853,HUMAN OTC DRUG,Ibuprofen,IBUPROFEN,Family Dollar (FAMILY WELLNESS),1d86f628-752e-4c56-8a28-91603b45e1ef,3,2019-12-26,Purpose Pain reliever/fever reducer,Uses temporarily relieves minor aches and pains due to: headache muscular aches minor pain of arthritis toothache backache the common cold menstrual cramps temporarily reduces fever,Active ingredient (in each capsule) Solubilized ibuprofen equal to 200 mg ibuprofen (NSAID)* (present as the free acid and potassium salt) *nonsteroidal anti-inflammatory drug,"Inactive ingredients FD&C blue #1, gelatin, pharmaceutical ink, polyethylene glycol, potassium hydroxide, purified water, sorbitan, sorbitol","Directions do not take more than directed the smallest effective dose should be used adults and children 12 years and over: take 1 capsule every 4 to 6 hours while symptoms persist if pain or fever does not respond to 1 capsule, 2 capsules may be used do not exceed 6 capsules in 24 hours, unless directed by a doctor children under 12 years: ask a doctor","Warnings Allergy alert : Ibuprofen may cause a severe allergic reaction, especially in people allergic to aspirin. Symptoms may include: hives facial swelling asthma (wheezing) shock skin reddening rash blisters If an allergic reaction occurs, stop use and seek medical help right away. Stomach bleeding warning : This product contains an NSAID, which may cause severe stomach bleeding. The chance is higher if you: are age 60 or older have had stomach ulcers or bleeding problems take a blood thinning (anticoagulant) or steroid drug take other drugs containing prescription or nonprescription NSAIDs [aspirin, ibuprofen, naproxen, or others] have 3 or more alcoholic drinks every day while using this product take more or for a longer time than directed Do not use if you have ever had an allergic reaction to any other pain reliever/fever reducer right before or after heart surgery Ask a doctor before use if the stomach bleeding warning applies to you you have problems or serious side effects from taking pain relievers or fever reducers you have a history of stomach problems, such as heartburn you have high blood pressure, heart disease, liver cirrhosis, kidney disease or asthma you are taking a diuretic Ask a doctor or pharmacist before use if you are under a doctor's care for any serious condition taking aspirin for heart attack or stroke, because ibuprofen may decrease this benefit of aspirin taking any other drug When using this product take with food or milk if stomach upset occurs the risk of heart attack or stroke may increase if you use more than directed or for longer than directed Stop use and ask a doctor if you experience any of the following signs of stomach bleeding: feel faint have bloody or black stools vomit blood have stomach pain that does not get better pain gets worse or lasts more than 10 days fever gets worse or lasts more than 3 days redness or swelling is present in the painful area any new symptoms appear If pregnant or breast-feeding, ask a health professional before use. It is especially important not to use ibuprofen during the last 3 months of pregnancy unless definitely directed to do so by a doctor because it may cause problems in the unborn child or complications during delivery. Keep out of reach of children. In case of overdose, get medical help or contact a Poison Control Center right away.",pain reliever
96295138986,HUMAN OTC DRUG,Leader After Sun Cooling,LIDOCAINE HYDROCHLORIDE,"CARDINAL HEALTH, INC.",968b0056-3ab5-0a81-e053-2995a90ab69e,1,2019-11-04,Purpose External Analgesic,Uses temporarily relieves pain and itching due to: minor skin irritations sunburn minor burns scrapes minor cuts insect bites,Active Ingredient Lidocaine hydrochloride 0.5%,"Inactive Ingredients aloe barbadensis leaf juice, water, isopropyl alcohol, propylene glycol, glycerin, triethanolamine, carbomer, polysorbate 80, diazolidinyl urea, menthol, disodium EDTA, yellow 5, blue 1",Directions adults and children 2 years of age and older: apply to affected area not more than 3 to 4 times daily. children under 2 years of age: ask a doctor,Warnings For External Use Only,analgesic
5055071901799,HUMAN OTC DRUG,Flavobac Health Guard Complete,MOUTH SPRAY AGAINST SORE THROAT PAIN IRRITATION,Laboratoires MSP Inc,bedbf563-df4c-d244-e053-2a95a90ace12,3,2021-03-31,Purpose Anesthetic/Analgesic Oral Demulcent,"Use temporary relief of occasional minor irritation, pain, sore mouth, sore throat, minor discomfort and protection of irritated areas in sore mouth and sore throat",Active Ingredient(s) Menthol 0.04%................Anesthetic/Analgesic Glycerin 10%...........................Oral Demulcent,"Inactive ingredients Water, bioflavonoids, xylitol, polysorbate 20, disodium phosphate, ethanol, mint flavor, potassium sorbate, stevia, sodium hyaluronate","Directions adults and children 2 years of age and older: apply 4 sprays to the affected area. Gargle, swish around, or allow to remain in place at least 1 minute and then spit out. Use up to 4 times daily or as directed by a dentist or doctor children under 12 years of age: should be supervised in the use of this product children under 2 years of age: not recommended","Warnings Sore throat warning If sore throat is severe, persists for more than 2 days, is accompanied or followed by fever, headache, rash, swelling, nausea or vomiting, consult a doctor promptly Stop use and ask a doctor or dentist if sore mouth symptoms do not improve in 7 days If pregnant or breast-feeding, ask a health professional before use Keep out of the reach of children. In case of overdose, get medical help or contact a Poison Control Center right away. Do not exceed the recommended dosage. When using this product, try to avoid swallowing spray",analgesic
67153948979,HUMAN OTC DRUG,P.O.V Itch Relief Body,"DIMETHICONE, MENTHOL",Apollo Health and Beauty Care Inc.,039f68a1-2ab4-4458-ac3e-0dcd98993c09,1,2018-03-29,"Purpose Skin Protectant, Anti-itch","Uses temporarily protects and helps relieve chapped or cracked skin. temporarily relieves itching associated with: minor skin irritations, minor burns, rashes due to poison ivy, oak and sumac insect bites sunburn","Active ingredients Dimethicone 5.0%, Menthol 0.5% Purpose Skin Protectant, Anti-itch","Inactive ingredients Water (Aqua), Cetearyl Alcohol, Cetyl Alcohol, Polysorbate 60, Distearyldimonium Chloride, Glycerin, Stearamidopropyl PG-Dimonium Chloride Phosphate, Petrolatum, Aloe Barbadensis Leaf Juice, Stearyl Alcohol, Steareth-2, Steareth-21, Tocopheryl Acetate, Tetrasodium EDTA, Benzyl Alcohol, Iodopropynyl Butylcarbamate, Fragrance (Parfum).",Directions apply as needed,"Warnings For external use only When using this product avoid contact with eyes. If contact occurs, rinse thoroughly with water. Do not use on deep or puncture wournds animal bites serious burns Stop use and ask a doctor if condition worsens symptoms persist for more than 7 days or clear up and occur again within a few days redness, irritation, swelling or pain persists or increases Keep out of reach of children. In case of accidental ingestion, get medical help or contact a Poison Control Center immediately.",skin protectant
11822339209,HUMAN OTC DRUG,Night Time Cold and Flu Relief Multi Symptom,"ACETAMINOPHEN, DEXTROMETHORPHAN HBR, DOXYLAMINE SUCCINATE",Rite Aid Corporation,4b2ad4ca-cdfa-45ba-99bb-4c074ed7e4c9,1,2020-08-04,Purpose Pain reliever/Fever Reducer Cough suppressant Antihistamine,Uses temporarily relieves common cold and flu symptoms: sore throat headache minor aches and pains fever runny nose and sneezing cough due to minor throat and bronchial irritation,Active ingredients (in each softgel) Acetaminophen 325 mg Dextromethorphan HBr 15 mg Doxylamine succinate 6.25 mg,"Inactive ingredients D&C yellow #10, FD&C blue #1, gelatin, glycerin, mannitol, polyethylene glycol, povidone, propylene glycol, purified water, sorbitan, sorbitol, white ink","Directions do not take more than directed (see Overdose warning) do not take more than 4 doses in 24 hours adults and children 12 years and over: take 2 softgels with water every 6 hours swallow whole; do not crush, chew, or dissolve children under 12 years: do not use when using other Daytime or Nighttime products, carefully read each label to insure correct dosing","Warnings Liver warning: This product contains acetaminophen. Severe liver damage may occur if you take: more than 4,000 mg of acetaminophen in 24 hours with other drugs containing acetaminophen 3 or more alcoholic drinks everyday while using this product Allergy alert : Acetaminophen may cause severe skin reactions. Symptoms may include: skin reddening blisters rash If a skin reaction occurs, stop use and seek medical help right away. Sore throat warning : If sore throat is severe, persists more than 2 days, is accompanied or followed by fever, headache rash, nausea, or vomiting, consult a doctor promptly. Do not use with any other drug containing acetaminophen (prescription or nonprescription). If you are not sure whether a drug contains acetaminophen, ask a doctor or pharmacist. if you are now taking a prescription monoamine oxidase inhibitor (MAOI) (certain drugs for depression, psychiatric or emotional conditions, or Parkinson's disease), or for 2 weeks after stopping the MAOI drug. If you do not know if your prescription drug contains an MAOI, ask a doctor of pharmacist before taking this product. Ask a doctor before use if you have liver disease glaucoma trouble urinating due to an enlarged prostate gland a breathing problem or chronic cough such as occurs with smoking, asthma, chronic bronchitis or emphysema cough that occurs with too much phlegm (mucus) Ask a doctor or pharmacist before use if you are taking the blood thinning drug warfarin taking sedatives or tranquilizers When using this product do not exceed recommended dosage excitability may occur, especially in children avoid alcoholic drinks marked drowsiness may occur alcohol, sedatives, and tranquilizers may increase drowsiness be careful when driving a motor vehicle or operating machinery Stop use and ask a doctor if pain or cough gets worse or lasts more than 7 days fever gets worse or lasts more than 3 days redness or swelling is present new symptoms occur cough comes back or occurs with rash or headache that lasts These could be signs of a serious condition. If pregnant or breast-feeding, ask a health professional before use. Keep out of reach of children. Overdose warning: Taking more than the recommended dose can cause liver damage. In case of overdose, get medical help or contact a Poison Control Center (1-800-222-1222) right away. Quick medical attention is critical for adults as well as for children even if you do not notice any signs or symptoms.",pain reliever
11822630276,HUMAN OTC DRUG,Acetaminophen Extended Release,ACETAMINOPHEN,Rite Aid Corporation,18ea1894-d6d7-4d24-b458-c47e93942f84,3,2020-08-25,Purpose Pain reliever/fever reducer,Uses temporarily relieves minor aches and pains due to: minor pain of arthritis backache muscular aches toothache premenstrual and menstrual cramps headache the common cold temporarily reduces fever,Active ingredient (in each caplet) Acetaminophen 650 mg,"Inactive ingredients D&C yellow #10 aluminum lake, FD&C yellow #6 aluminum lake, hydroxyethyl cellulose, magnesium stearate, maize starch, microcrystalline cellulose povidone, pregelatinized starch, sodium lauryl sulfate","Directions do not take more than directed (see Overdose warning) adults take 2 caplets every 8 hours with water swallow whole; do not crush, chew, split or dissolve do not take more than 6 caplets in 24 hours do not use for more than 10 days unless directed by a doctor under 18 years of age: ask a doctor","Warnings Liver warning: This product contains acetaminophen. Severe liver damage may occur if you take: more than 6 caplets in 24 hours, which is the maximum daily amount with other drugs containing acetaminophen 3 or more alcoholic drinks ever day while using this product Allergy alert: Acetaminophen may cause severe skin reactions. Symptoms may include: skin reddening blisters rash If a skin reaction occurs, stop use and seek a medical help right away. Do not use with any other drug containing acetaminophen (prescription or nonprescription). If you are not sure whether a drug contains acetaminophen, ask a doctor or pharmacist. if you are allergic to acetaminophen or any of the inactive ingredients in this product Ask a doctor before use if you have liver disease. Ask a doctor or pharmacist before use if you are taking the blood thinning drug warfarin. Stop use and ask a doctor if pain gets worse or lasts more than 10 days fever gets worse or lasts more than 3 days new symptoms occur redness or swelling is present These could be signs of a serious condition. If pregnant or breast-feeding, ask a health professional before use. Keep out of reach of children. Overdose warning: In case of overdose, get medical help or contact a Poison Control Center right away. Quick medical attention is critical for adults as well as for children even if you do not notice any signs or symptoms.",pain reliever
305361147303,HUMAN OTC DRUG,Ibuprofen,IBUPROFEN,"Rugby Laboratories, Inc.",68aac0c6-72f6-4d0d-8cac-b50c5f3a10df,3,2018-06-01,Purpose Pain reliever/fever reducer,Uses temporarily relieves minor aches and pains due to: headache muscular aches minor pain of arthritis toothache backache the common cold menstrual cramps temporarily reduces fever,Active ingredient (in each capsule) Solubilized ibuprofen equal to 200 mg ibuprofen (NSAID)* (present as the free acid and potassium salt) *nonsteroidal anti-inflammatory drug,"Inactive ingredients FD&C green #3, gelatin, medium-chain triglycerides, polyethylene glycol, potassium hydroxide, purified water, sorbitan, sorbitol solution, white ink","Directions do not take more than directed the smallest effective dose should be used adults and children 12 years and over: take 1 capsule every 4 to 6 hours while symptoms persist if pain or fever does not respond to 1 capsule, 2 capsules may be used do not exceed 6 capsules in 24 hours, unless directed by a doctor children under 12 years: ask a doctor","Warnings Allergy alert : Ibuprofen may cause a severe allergic reaction, especially in people allergic to aspirin. Symptoms may include: hives facial swelling asthma (wheezing) shock skin reddening rash blisters If an allergic reaction occurs, stop use and seek medical help right away. Stomach bleeding warning : This product contains an NSAID, which may cause severe stomach bleeding. The chance is higher if you: are age 60 or older have had stomach ulcers or bleeding problems take a blood thinning (anticoagulant) or steroid drug take other drugs containing prescription or nonprescription NSAIDs [aspirin, ibuprofen, naproxen, or others] have 3 or more alcoholic drinks every day while using this product take more or for a longer time than directed Heart attack and stroke warning: NSAIDs, except aspirin, increase the risk of heart attack, heart failure, and stroke. These can be fatal. The risk is higher if you use more than directed or for longer than directed. Do not use if you have ever had an allergic reaction to any other pain reliever/fever reducer right before or after heart surgery Ask a doctor before use if the stomach bleeding warning applies to you you have problems or serious side effects from taking pain relievers or fever reducers you have a history of stomach problems, such as heartburn you have high blood pressure, heart disease, liver cirrhosis, kidney disease, asthma or had a stroke you are taking a diuretic Ask a doctor or pharmacist before use if you are under a doctor's care for any serious condition taking aspirin for heart attack or stroke, because ibuprofen may decrease this benefit of aspirin taking any other drug When using this product take with food or milk if stomach upset occurs Stop use and ask a doctor if you experience any of the following signs of stomach bleeding: feel faint have bloody or black stools vomit blood have stomach pain that does not get better you have symptoms of heart problems or stroke: chest pain slurred speech trouble breathing leg swelling weaknessin one part or side of body pain gets worse or lasts more than 10 days fever gets worse or lasts more than 3 days redness or swelling is present in the painful area any new symptoms appear If pregnant or breast-feeding, ask a health professional before use. It is especially important not to use ibuprofen during the last 3 months of pregnancy unless definitely directed to do so by a doctor because it may cause problems in the unborn child or complications during delivery. Keep out of reach of children. In case of overdose, get medical help or contact a Poison Control Center right away (1-800-222-1222).",pain reliever
836583002304,HUMAN OTC DRUG,MUSCLE EASE,MENTHOL CAMPHOR,SOMBRA COSMETICS INC.,a0338afb-7030-4083-e053-2995a90a6734,5,2020-03-05,Purpose PURPOSE EXTERNAL ANALGESIC,"Uses Temporarily relieves minor aches and pains of muscles and joints associated with: simple backaches, arthritis, strains, bruises, and sprains",Active Ingredients Menthol USP 3% Camphor USP 3%,"Inactive Ingredients aloe vera extract, capsaicin, carbomer, decyl polyglucose, water, grapefruit seed extract, green tea extract, orange peel extract, queen of the prairie extract, rose water, sodium hydroxymethylglycinate, vegetable glycerin, witch hazel, yucca extract","Directions adults and children 2 years of age and older: apply to affected area not more than 3 to 4 times daily, rub in thoroughly until gel is absorbed, children under 2 years of age : consult a doctor.","Warnings For external use only . Do not use on wounds or damaged skin. When using this product : avoid bandaging tightly, avoid contact with eyes, keep out of reach of children . Stop use and ask doctor if : condition worsens, symptoms persist for more than 7 days, clear up and occur again within a few days.",analgesic
32251005251,HUMAN OTC DRUG,FAMILY WELLNESS ICE BLUE,MENTHOL,FAMILY DOLLAR SERVICES INC,abf4cdea-1a9c-7c8e-e053-2a95a90a83a5,1,2020-06-01,Purpose External pain reliever,"Uses Temporary relief of minor pains of muscle and joints associated with simple back ache arthritis sprains, strains or bruises",Active ingredient Menthol 2 percentage,"Inactive ingredients Blue 1, Camphor, Carbomer, Isopropyl Alcohol, Methylchoroisothiazolinone, Methylisothiazolinone, Sodium Hydroxide, Water","Directions Adult and children 2 years of age and older: Clean skin thoroughly. Apply liberally to affected area not more than 3-4 times daily. No protective cover needed. May be used with ice packs. May be used with wet or dry bandages, but wrap loosely. Children under 2 years of age, consult a doctor.","Warnings Do not use internally, with heating pads or devices, on wounds or damaged skin. For external use only. Ask a doctor before use if you have sensitive skin.",pain reliever
99581910655,HUMAN OTC DRUG,Chewable Aspirin Low Dose,ASPIRIN,"Marc Glassman, Inc.",7cc50d44-c1de-fff9-e053-2a91aa0a0be7,1,2018-12-11,Purpose Pain reliever,Uses for the temporary relief of minor aches and pains ask your doctor about other uses for this product,Active ingredient (in each tablet) Aspirin 81 mg (NSAID nonsteroidal anti-inflammatory drug ),"Inactive ingredients butylated hydroxytoluene, colloidal silicon dioxide, dextrates, FD&C yellow #6, flavor, mannitol, microcrystalline cellulose, modified corn starch, pregelatinized starch, saccharin sodium, starch, stearic acid, sucrose",Directions drink a full glass of water with each dose adults and children 12 years and over: take 4 to 8 tablets every 4 hours; do not exceed 48 tablets in 24 hours children under 12 years: consult a doctor,"Warnings Reye's syndrome Children and teenagers who have or are recovering from chicken pox or flu-like symptoms should not use this product. When using this product, if changes in behavior with nausea and vomiting occur, consult a doctor because these symptoms could be an early sign of Reye's syndrome, a rare but serious illness. Allergy alert Aspirin may cause a severe allergic reaction which may include: hives facial swelling asthma (wheezing) shock Stomach bleeding warning This product contains an NSAID, which may cause severe stomach bleeding. The chance is higher if you: are age 60 or older have had stomach ulcers or bleeding problems take a blood thinning (anticoagulant) or steroid drug take other drugs containing prescription or nonprescription NSAIDs (aspirin, ibuprofen, naproxen, or others) have 3 or more alcoholic drinks every day while using this product take more or for a longer time than directed Do not use if you have ever had an allergic reaction to any other pain reliever/fever reducer Ask a doctor before use if stomach bleeding warning applies to you you have a history of stomach problems, such as heartburn you have high blood pressure, heart disease, liver cirrhosis, or kidney disease you are taking a diuretic you have asthma Ask a doctor or pharmacist before use if you are taking a prescription drug for: diabetes gout arthritis Stop use and ask a doctor if an allergic reaction occurs. Seek medical help right away. you experience any of the following signs of stomach bleeding: feel faint vomit blood have bloody or black stools have stomach pain that does not get better pain gets worse or lasts for more than 10 days redness or swelling is present new symptoms occur ringing in the ears or loss of hearing occurs These could be signs of a serious condition. If pregnant or breast-feeding, ask a health professional before use. It is especially important not to use aspirin during the last 3 months of pregnancy unless definitely directed to do so by a doctor because it may cause problems in the unborn child or complications during delivery. Keep out of reach of children. In case of overdose, get medical help or contact a Poison Control Center right away (1-800-222-1222).",pain reliever
